Word	Portuguese (Portugal, Brazil)-pt	Valence	Arousal	Dominance
anemia	anemia	0.188	0.327	0.310
anemic	anêmico	0.167	0.279	0.155
anemone	anêmona	0.552	0.538	0.327
anesthesia	anestesia	0.365	0.216	0.394
anesthesiologist	Anestesista	0.419	0.224	0.526
anesthetic	anestésico	0.350	0.264	0.482
aneurysm	aneurisma	0.115	0.690	0.536
anew	um novo	0.771	0.358	0.385
angel	anjo	0.906	0.158	0.704
angelic	angélico	0.927	0.298	0.668
anger	raiva	0.167	0.865	0.657
angered	irritado	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiograma	0.347	0.520	0.465
angiography	angiografia	0.378	0.536	0.520
angle	ângulo	0.541	0.330	0.455
angling	pesca	0.625	0.408	0.500
angora	angorá	0.529	0.425	0.405
angriest	mais raivoso	0.094	0.892	0.430
angry	Bravo	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angústia	0.167	0.888	0.333
anguish	angústia	0.153	0.792	0.265
anguished	angustiado	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anidro	0.456	0.365	0.355
animal	animal	0.521	0.510	0.513
animate	animar	0.827	0.755	0.635
animated	animado	0.823	0.676	0.538
animation	animação	0.888	0.750	0.549
animosity	antipatia	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	tornozelo	0.500	0.274	0.234
anklet	tornozeleira	0.410	0.276	0.302
annals	anais	0.427	0.610	0.424
annex	anexo	0.594	0.350	0.458
annexation	anexação	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	aniquilar	0.115	0.918	0.681
annihilated	aniquilado	0.080	0.760	0.324
annihilation	aniquilação	0.041	0.800	0.591
anniversary	aniversário	0.880	0.770	0.723
annotate	anotar	0.592	0.469	0.441
annotation	anotação	0.604	0.470	0.619
announce	anunciar	0.694	0.618	0.611
announcement	anúncio	0.729	0.491	0.482
announcer	locutor	0.602	0.570	0.732
annoy	incomodar	0.094	0.765	0.286
annoyance	aborrecimento	0.167	0.718	0.342
annoyed	irritado	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	irritante	0.082	0.853	0.348
annoys	irrita	0.146	0.778	0.435
annual	anual	0.552	0.236	0.500
annuity	anuidade	0.521	0.304	0.527
annul	anular	0.250	0.448	0.364
annular	anular	0.310	0.385	0.412
annulment	anulação	0.153	0.375	0.447
annulus	anel	0.458	0.380	0.376
anointed	ungido	0.500	0.368	0.579
anointing	unção	0.653	0.350	0.547
anomalous	anômalo	0.281	0.480	0.423
anomaly	anomalia	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimato	0.469	0.255	0.430
anonymous	anônimo	0.396	0.291	0.431
anorexic	anoréxica	0.160	0.618	0.245
answer	responda	0.537	0.373	0.661
answerable	responsável	0.708	0.481	0.750
answering	respondendo	0.684	0.500	0.607
ant	formiga	0.448	0.216	0.216
antagonism	antagonismo	0.224	0.618	0.524
antagonist	antagonista	0.240	0.615	0.700
antagonistic	antagônico	0.296	0.604	0.565
antagonize	antagonizar	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedente	0.427	0.551	0.566
antelope	antílope	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	hino	0.780	0.343	0.729
anthill	formigueiro	0.327	0.578	0.377
anthology	antologia	0.338	0.406	0.537
anthrax	antraz	0.188	0.730	0.500
anthropological	antropológico	0.367	0.390	0.490
anthropologist	antropólogo	0.551	0.385	0.725
anthropology	antropologia	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaéreo	0.330	0.622	0.629
antibiotic	antibiótico	0.510	0.373	0.658
antibiotics	antibióticos	0.448	0.406	0.557
antichrist	anticristo	0.082	0.837	0.544
anticipate	antecipar	0.622	0.469	0.667
anticipation	antecipação	0.698	0.539	0.711
anticipatory	antecipatório	0.653	0.551	0.682
antics	palhaçadas	0.448	0.740	0.236
antidote	antídoto	0.541	0.490	0.629
antifungal	antifúngico	0.408	0.412	0.441
antigravity	anti-gravidade	0.430	0.714	0.658
antimony	antimônio	0.378	0.398	0.490
antipathy	antipatia	0.198	0.549	0.393
antiquarian	antiquário	0.500	0.233	0.426
antiquated	antiquado	0.420	0.392	0.236
antique	Antiguidade	0.634	0.290	0.518
antiques	antiguidades	0.540	0.370	0.595
antiquity	antiguidade	0.385	0.333	0.556
antiseptic	antisséptico	0.438	0.370	0.623
antisocial	anti-social	0.146	0.686	0.391
antithesis	antítese	0.396	0.412	0.536
antithetical	antitético	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	ânus	0.347	0.644	0.350
anvil	bigorna	0.380	0.510	0.604
anxiety	ansiedade	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ansioso	0.281	0.875	0.434
anxiousness	ansiedade	0.235	0.814	0.282
anytime	a qualquer momento	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aórtica	0.436	0.540	0.438
apace	ritmo	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartamento	0.719	0.393	0.580
apartments	apartamentos	0.704	0.337	0.443
apathetic	apático	0.188	0.292	0.333
apathy	apatia	0.184	0.212	0.204
ape	macaco	0.548	0.389	0.336
aperture	abertura	0.612	0.450	0.667
apex	ápice	0.570	0.433	0.418
aphid	afídio	0.388	0.473	0.407
aphrodisiac	afrodisíaco	0.750	0.846	0.667
apiece	um pedaço	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalipse	0.050	0.867	0.736
apocalyptic	apocalíptico	0.173	0.880	0.750
apologetic	apologético	0.479	0.461	0.571
apologist	apologista	0.406	0.429	0.526
apologize	pedir desculpas	0.551	0.378	0.389
apology	desculpa	0.571	0.346	0.402
apostasy	apostasia	0.388	0.520	0.517
apostate	apóstata	0.342	0.500	0.528
apostle	apóstolo	0.646	0.347	0.732
apostolic	apostólico	0.592	0.300	0.717
apostrophe	apóstrofo	0.469	0.368	0.537
apothecary	boticário	0.561	0.328	0.529
appalled	chocado	0.194	0.792	0.562
appalling	aterrador	0.160	0.827	0.415
apparatus	aparelho	0.375	0.353	0.377
apparel	vestuário	0.698	0.435	0.453
apparent	aparente	0.473	0.383	0.398
apparently	pelo visto	0.531	0.410	0.426
apparition	aparição	0.406	0.573	0.636
appeal	recurso	0.663	0.598	0.558
appear	aparecer	0.735	0.506	0.567
appearance	aparência	0.669	0.490	0.534
appease	apaziguar	0.633	0.278	0.434
appellant	recorrente	0.327	0.588	0.568
append	acrescentar	0.573	0.464	0.453
appendage	apêndice	0.229	0.382	0.438
appendectomy	apendicectomia	0.177	0.670	0.554
appendicitis	apendicite	0.031	0.640	0.347
appendix	apêndice	0.365	0.387	0.425
appetite	apetite	0.704	0.637	0.581
appetizer	Aperitivo	0.755	0.560	0.406
appetizing	apetitoso	0.806	0.657	0.688
applaud	aplaudir	0.865	0.824	0.464
applause	aplauso	0.953	0.857	0.621
apple	maçã	0.811	0.300	0.264
apple juice	suco de maçã	0.765	0.204	0.294
applejack	aguardente de maçã	0.604	0.431	0.473
applesauce	compota de maçã	0.750	0.167	0.291
appliance	utensílio	0.582	0.453	0.538
appliances	eletrodomésticos	0.594	0.394	0.567
applicability	aplicabilidade	0.677	0.490	0.741
applicable	aplicável	0.469	0.430	0.667
applicant	candidato	0.612	0.558	0.688
application	aplicação	0.646	0.445	0.726
apply	Aplique	0.612	0.321	0.667
appoint	nomear	0.565	0.330	0.509
appointment	compromisso	0.688	0.594	0.547
appointments	compromissos	0.745	0.677	0.625
apportion	repartir	0.677	0.490	0.638
apportionment	repartição	0.552	0.481	0.453
appraisal	avaliação	0.417	0.667	0.682
appraise	avaliar	0.677	0.490	0.696
appreciable	apreciável	0.873	0.491	0.778
appreciate	apreciar	0.885	0.422	0.741
appreciated	estimado	0.910	0.434	0.779
appreciates	aprecia	0.765	0.500	0.656
appreciation	apreciação	0.917	0.529	0.588
appreciative	apreciativo	0.857	0.380	0.654
apprehend	apreender	0.521	0.624	0.696
apprehension	apreensão	0.385	0.720	0.454
apprehensive	apreensivo	0.406	0.592	0.431
apprentice	Aprendiz	0.615	0.413	0.452
apprenticeship	aprendizagem	0.812	0.482	0.643
approach	abordagem	0.612	0.392	0.610
approaching	Aproximando	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aprovação	0.792	0.529	0.774
appropriate	apropriado	0.833	0.368	0.759
appropriation	apropriação	0.510	0.632	0.717
approval	aprovação	0.854	0.460	0.889
approve	aprovar	0.875	0.548	0.741
approved	aprovado	0.833	0.349	0.698
approvement	aprovação	0.880	0.625	0.780
approving	aprovando	0.917	0.583	0.773
approximate	aproximado	0.551	0.560	0.520
approximately	aproximadamente	0.622	0.396	0.538
approximating	aproximando	0.583	0.615	0.471
approximation	aproximação	0.582	0.402	0.593
appurtenances	pertences	0.573	0.412	0.547
apricot	Damasco	0.708	0.320	0.278
apron	avental	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptidão	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	água-marinha	0.729	0.306	0.413
aquarium	aquário	0.663	0.327	0.393
aquatic	aquático	0.677	0.510	0.463
aqueduct	aqueduto	0.551	0.411	0.534
aqueous	aquoso	0.429	0.270	0.310
arable	arável	0.510	0.350	0.465
arbiter	árbitro	0.561	0.537	0.814
arbitrary	arbitrário	0.281	0.702	0.686
arbitrate	arbitrar	0.470	0.620	0.682
arbitration	arbitragem	0.587	0.602	0.670
arbitrator	árbitro	0.385	0.448	0.795
arbor	mandril	0.583	0.490	0.591
arc	arco	0.552	0.388	0.396
arcade	videogames	0.676	0.521	0.502
arcane	arcano	0.500	0.490	0.637
arch	arco	0.500	0.354	0.468
archaeological	arqueológico	0.740	0.441	0.660
archaeologist	arqueólogo	0.552	0.451	0.706
archaeology	arqueologia	0.596	0.358	0.691
archaic	arcaico	0.271	0.327	0.332
archangel	arcanjo	0.837	0.500	0.708
archbishop	arcebispo	0.622	0.280	0.776
archdiocese	arquidiocese	0.400	0.321	0.704
archduke	arquiduque	0.458	0.413	0.634
arched	arqueado	0.582	0.403	0.398
archer	arqueiro	0.573	0.622	0.661
archery	tiro com arco	0.594	0.604	0.589
archetype	arquétipo	0.448	0.520	0.569
archipelago	arquipélago	0.745	0.370	0.592
architect	arquiteto	0.776	0.442	0.836
architectural	arquitectónico	0.729	0.390	0.670
architecture	arquitetura	0.820	0.390	0.694
archive	arquivo	0.438	0.294	0.527
arctic	ártico	0.615	0.352	0.546
ardent	ardente	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	árduo	0.344	0.783	0.605
area	área	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	aréola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumentar	0.093	0.798	0.525
argument	argumento	0.510	0.464	0.698
argumentation	argumentação	0.479	0.549	0.760
argumentative	argumentativo	0.450	0.531	0.679
arguments	argumentos	0.541	0.602	0.657
arid	árido	0.323	0.333	0.379
arise	surgir	0.750	0.582	0.725
aristocracy	aristocracia	0.688	0.549	0.842
aristocrat	aristocrata	0.583	0.413	0.811
aristocratic	aristocrático	0.449	0.519	0.676
arithmetic	aritmética	0.453	0.460	0.634
ark	arca	0.396	0.427	0.543
arm	braço	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armamento	0.198	0.764	0.810
armaments	armamentos	0.192	0.839	0.830
armature	armadura	0.510	0.558	0.755
armchair	poltrona	0.646	0.164	0.339
armed	armado	0.188	0.750	0.808
armor	armaduras	0.469	0.625	0.784
armored	blindado	0.469	0.509	0.861
armory	arsenal	0.448	0.663	0.800
armpit	axila	0.283	0.439	0.250
arms	braços	0.464	0.395	0.483
army	exército	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapia	0.847	0.220	0.473
arousal	excitação	0.791	0.943	0.731
arouse	despertar	0.740	0.491	0.580
aroused	excitado	0.708	0.952	0.667
arraignment	acusação	0.406	0.837	0.534
arrange	organizar	0.740	0.490	0.571
arranged	arranjado	0.698	0.531	0.728
arrangement	arranjo	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	atrasos	0.286	0.485	0.302
arrest	prender	0.146	0.951	0.500
arrhythmia	arritmia	0.265	0.706	0.356
arrival	chegada	0.678	0.510	0.474
arrive	chegar	0.837	0.406	0.585
arrogance	arrogância	0.143	0.750	0.620
arrogant	arrogante	0.115	0.755	0.580
arrow	flecha	0.439	0.390	0.454
arsehole	idiota	0.276	0.598	0.433
arseholes	idiotas	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsênico	0.281	0.472	0.447
arson	incêndio culposo	0.133	0.904	0.567
arsonist	incendiário	0.348	0.840	0.500
art	arte	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	artéria	0.396	0.580	0.537
artful	astuto	0.771	0.608	0.778
arthritis	artrite	0.110	0.518	0.345
arthropod	artrópode	0.344	0.464	0.434
artichoke	Alcachofra	0.583	0.218	0.287
article	artigo	0.594	0.280	0.481
articles	Artigos	0.552	0.324	0.565
articulate	articular	0.677	0.462	0.618
articulation	articulação	0.479	0.480	0.591
artifact	artefato	0.510	0.500	0.566
artifice	artifício	0.316	0.696	0.482
artificial	artificial	0.306	0.385	0.351
artillery	artilharia	0.350	0.912	0.794
artisan	artesão	0.781	0.330	0.411
artist	artista	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artístico	0.802	0.646	0.632
artistry	arte	0.823	0.346	0.769
artists	artistas	0.796	0.667	0.741
artwork	obra de arte	0.896	0.368	0.679
arty	artilharia	0.490	0.422	0.388
asap	assim que possível	0.571	0.500	0.552
asbestos	amianto	0.357	0.481	0.464
ascend	subir	0.830	0.620	0.812
ascendancy	ascendência	0.724	0.625	0.700
ascendant	ascendente	0.656	0.673	0.821
ascending	ascendente	0.826	0.644	0.777
ascension	ascensão	0.765	0.720	0.714
ascent	subida	0.755	0.627	0.833
ascertain	verificar	0.560	0.530	0.625
ascertained	apurado	0.531	0.529	0.616
ascetic	ascético	0.438	0.375	0.472
ash	cinza	0.260	0.210	0.207
ashamed	envergonhado	0.156	0.588	0.228
ashes	cinzas	0.327	0.279	0.142
ashtray	cinzeiro	0.406	0.382	0.265
asinine	asinino	0.429	0.472	0.433
ask	pergunte	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	adormecido	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	espargos	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspecto	0.479	0.469	0.588
aspects	aspectos	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalto	0.479	0.264	0.439
asphyxia	asfixia	0.198	0.704	0.311
asphyxiation	asfixia	0.059	0.745	0.412
aspiration	aspiração	0.704	0.724	0.675
aspire	aspirar	0.812	0.469	0.722
aspirin	aspirina	0.479	0.271	0.422
aspiring	aspirando	0.844	0.582	0.604
ass	bunda	0.323	0.750	0.345
assail	atacar	0.378	0.510	0.500
assailant	assaltante	0.184	0.868	0.602
assassin	assassino	0.073	0.933	0.632
assassinate	assassinar	0.051	0.969	0.722
assassination	assassinato	0.083	0.941	0.525
assault	assalto	0.167	0.848	0.550
assay	ensaio	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	montar	0.542	0.570	0.750
assembled	montado	0.663	0.450	0.644
assembly	montagem	0.698	0.500	0.640
assemblyman	deputado	0.430	0.538	0.760
assent	assentimento	0.615	0.515	0.719
assert	afirmar	0.750	0.619	0.809
asserting	afirmando	0.694	0.531	0.736
assertion	afirmação	0.740	0.442	0.750
assertive	assertivo	0.719	0.412	0.770
assess	avaliar	0.698	0.500	0.623
assessment	avaliação	0.750	0.623	0.658
assessor	assessor	0.551	0.538	0.764
asset	de ativos	0.797	0.765	0.788
assets	ativos	0.667	0.613	0.765
asshole	Idiota	0.133	0.582	0.263
assign	atribuir	0.622	0.417	0.709
assignee	cessionário	0.510	0.462	0.510
assignment	tarefa	0.483	0.398	0.745
assimilate	assimilar	0.559	0.391	0.683
assimilation	assimilação	0.429	0.378	0.463
assist	ajudar	0.833	0.435	0.629
assistance	assistência	0.656	0.519	0.633
assistant	assistente	0.625	0.390	0.536
associate	associado	0.812	0.409	0.625
association	Associação	0.745	0.500	0.817
assorted	sortido	0.602	0.460	0.472
assortment	sortimento	0.694	0.360	0.526
assuage	assuje	0.745	0.255	0.500
assume	assumir	0.698	0.401	0.464
assumed	assumido	0.612	0.247	0.454
assuming	assumindo	0.740	0.390	0.526
assumption	suposição	0.479	0.431	0.417
assurance	garantia	0.675	0.442	0.704
assure	assegurar	0.910	0.460	0.839
assured	Assured	0.878	0.327	0.754
assuredly	seguramente	0.786	0.396	0.833
asterisk	asterisco	0.541	0.288	0.273
asteroid	asteróide	0.430	0.721	0.623
asteroids	asteróides	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	asmático	0.229	0.706	0.294
astigmatism	astigmatismo	0.214	0.490	0.429
astonish	assombrar	0.786	0.845	0.658
astonished	atônito	0.510	0.775	0.574
astonishing	surpreendente	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	espanto	0.680	0.718	0.519
astound	astound	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	desgarrar	0.098	0.676	0.308
astringent	adstringente	0.316	0.500	0.474
astrologer	astrólogo	0.594	0.519	0.673
astrology	astrologia	0.635	0.340	0.500
astronaut	astronauta	0.792	0.601	0.761
astronomer	astrônomo	0.750	0.509	0.735
astronomical	astronômico	0.600	0.632	0.726
astronomy	astronomia	0.613	0.474	0.722
astute	astuto	0.776	0.658	0.827
asunder	em pedaços	0.208	0.442	0.259
asylum	asilo	0.407	0.330	0.445
asymmetric	assimétrico	0.580	0.343	0.465
asymmetry	assimetria	0.476	0.373	0.527
asymptotic	assintótico	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateísmo	0.276	0.460	0.481
atheist	ateu	0.225	0.447	0.377
atheistic	ateísta	0.373	0.481	0.466
atherosclerosis	aterosclerose	0.250	0.480	0.343
athlete	atleta	0.781	0.718	0.686
athletic	Atlético	0.857	0.798	0.708
athleticism	atletismo	0.750	0.863	0.778
athletics	atletismo	0.831	0.691	0.740
atlas	Atlas	0.531	0.306	0.554
atmosphere	atmosfera	0.604	0.300	0.560
atmospheric	atmosférico	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	átomo	0.510	0.500	0.433
atomic	atômico	0.327	0.817	0.713
atone	expiar	0.418	0.673	0.411
atonement	expiação	0.550	0.602	0.683
atpeace	em paz	0.724	0.298	0.519
atrium	átrio	0.469	0.365	0.473
atrocious	atroz	0.073	0.811	0.445
atrocity	atrocidade	0.115	0.844	0.593
atrophy	atrofia	0.177	0.540	0.208
attach	anexar	0.520	0.363	0.559
attached	em anexo	0.562	0.350	0.439
attachment	anexo	0.570	0.343	0.500
attack	ataque	0.286	0.948	0.670
attacker	atacante	0.185	0.962	0.629
attacking	atacante	0.276	0.837	0.642
attain	atingir	0.806	0.510	0.719
attainable	atingível	0.760	0.500	0.759
attainment	realização	0.830	0.520	0.940
attempt	tentativa	0.625	0.491	0.431
attempted	tentada	0.594	0.580	0.567
attend	comparecer	0.650	0.420	0.625
attendance	comparecimento	0.812	0.500	0.592
attendant	atendente	0.580	0.365	0.519
attention	atenção	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	atento	0.812	0.520	0.724
attenuate	atenuar	0.408	0.302	0.429
attenuated	atenuado	0.449	0.280	0.298
attenuation	atenuação	0.458	0.363	0.464
attest	atestar	0.439	0.710	0.685
attestation	atestado	0.234	0.635	0.500
attic	sótão	0.521	0.259	0.377
attire	traje	0.742	0.388	0.483
attitude	atitude	0.760	0.644	0.861
attorney	advogado	0.600	0.594	0.754
attract	atrai	0.796	0.663	0.769
attraction	atração	0.906	0.774	0.712
attractive	atraente	0.906	0.630	0.769
attractiveness	atratividade	0.938	0.667	0.755
attributable	atribuível	0.704	0.430	0.527
attribute	atributo	0.781	0.439	0.795
attribution	atribuição	0.646	0.467	0.658
attrition	atrito	0.229	0.540	0.259
auburn	ruivo	0.510	0.240	0.411
auction	leilão	0.594	0.702	0.519
auctioneer	leiloeiro	0.542	0.732	0.716
audacious	audacioso	0.740	0.875	0.825
audacity	audácia	0.760	0.755	0.916
audible	audível	0.673	0.370	0.462
audience	público	0.698	0.610	0.613
audio	áudio	0.709	0.425	0.370
audit	auditoria	0.375	0.562	0.735
audition	audição	0.750	0.685	0.615
auditions	audições	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	auditório	0.529	0.490	0.538
auditory	auditivo	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	aumentar	0.650	0.683	0.645
augmentation	aumento	0.714	0.613	0.850
august	agosto	0.652	0.292	0.462
aunt	tia	0.667	0.291	0.420
auntie	tia	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspícios	0.542	0.500	0.634
auspicious	auspicioso	0.562	0.635	0.669
austere	austero	0.500	0.390	0.422
austerity	austeridade	0.438	0.406	0.534
authentic	autêntico	0.885	0.510	0.782
authenticate	autenticar	0.833	0.480	0.789
authentication	autenticação	0.724	0.491	0.750
authenticity	autenticidade	0.670	0.548	0.845
author	autor	0.775	0.343	0.749
authoritative	autoritário	0.636	0.520	0.890
authority	autoridade	0.592	0.592	0.934
authorization	autorização	0.521	0.567	0.817
authorize	autorizar	0.772	0.596	0.821
authorized	autorizado	0.760	0.458	0.815
authorship	autoria	0.667	0.635	0.773
autism	autismo	0.235	0.500	0.447
autistic	autista	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiográfico	0.909	0.462	0.582
autobiography	autobiografia	0.735	0.284	0.629
autocorrect	auto correção	0.551	0.439	0.616
autocratic	autocrático	0.542	0.577	0.727
autograph	autógrafo	0.735	0.565	0.473
autographed	autografado	0.781	0.620	0.625
automated	automatizado	0.578	0.402	0.632
automatic	automático	0.562	0.433	0.664
automobile	automóvel	0.753	0.625	0.534
automotive	automotivo	0.656	0.520	0.577
autonomy	autonomia	0.781	0.349	0.891
autopilot	piloto automático	0.594	0.462	0.632
autopsy	autópsia	0.252	0.650	0.538
autumn	outono	0.765	0.204	0.450
auxiliary	auxiliar	0.622	0.471	0.509
